Layer                                         Output Shape                   GPU Latency (ms)     CPU Latency (ms)     GPU Power (mW)       CPU Power (mW)      
model.layers.21.mlp.experts.13.up_proj        torch.Size([0, 1408])          87.437057            87.951422            621.648941           3249.134118         
model.layers.21.mlp.experts.13.down_proj      torch.Size([0, 2048])          85.866493            86.420536            621.672889           3133.738667         
model.layers.21.mlp.experts.14.gate_proj      torch.Size([0, 1408])          82.158211            82.819939            621.711515           3085.472970         
model.layers.21.mlp.experts.14.act_fn         torch.Size([0, 1408])          0.631264             1.454115             621.568000           3107.840000         
model.layers.21.mlp.experts.14.up_proj        torch.Size([0, 1408])          94.767776            95.374584            621.702446           3157.738360         
model.layers.21.mlp.experts.14.down_proj      torch.Size([0, 2048])          78.890114            79.369068            621.733415           3099.431877         
model.layers.21.mlp.experts.15.gate_proj      torch.Size([0, 1408])          83.466339            84.118128            621.704288           3214.935942         
model.layers.21.mlp.experts.15.act_fn         torch.Size([0, 1408])          0.354688             0.822306             621.568000           3263.232000         
model.layers.21.mlp.experts.15.up_proj        torch.Size([0, 1408])          77.397858            77.842236            621.715338           3193.750101         
model.layers.21.mlp.experts.15.down_proj      torch.Size([0, 2048])          96.335037            96.762180            621.612606           3235.722667         
model.layers.21.mlp.experts.16.gate_proj      torch.Size([0, 1408])          92.101410            92.515469            597.750725           3937.476174         
model.layers.21.mlp.experts.16.act_fn         torch.Size([0, 1408])          0.446176             0.986576             621.312000           4037.973333         
model.layers.21.mlp.experts.16.up_proj        torch.Size([0, 1408])          92.833282            93.577623            609.514366           3459.669183         
model.layers.21.mlp.experts.16.down_proj      torch.Size([0, 2048])          87.505760            87.932825            621.568000           3351.636060         
model.layers.21.mlp.experts.17.gate_proj      torch.Size([0, 1408])          103.525375           104.326487           621.755145           3071.475641         
model.layers.21.mlp.experts.17.act_fn         torch.Size([0, 1408])          0.708928             1.679420             621.568000           3263.232000         
model.layers.21.mlp.experts.17.up_proj        torch.Size([0, 1408])          99.723907            100.355148           612.895086           3073.518629         
model.layers.21.mlp.experts.17.down_proj      torch.Size([0, 2048])          88.540321            89.365721            621.777297           3118.339459         
model.layers.21.mlp.experts.18.gate_proj      torch.Size([0, 1408])          87.783775            88.387012            621.602743           3237.414857         
model.layers.21.mlp.experts.18.act_fn         torch.Size([0, 1408])          0.514144             1.313448             621.568000           3263.232000         
model.layers.21.mlp.experts.18.up_proj        torch.Size([0, 1408])          106.067520           106.575012           619.222962           3319.750351         
model.layers.21.mlp.experts.18.down_proj      torch.Size([0, 2048])          96.677315            97.184658            621.591273           3216.505734         
model.layers.21.mlp.experts.19.gate_proj      torch.Size([0, 1408])          89.487198            89.936018            621.781035           3102.406713         
model.layers.21.mlp.experts.19.act_fn         torch.Size([0, 1408])          0.614816             1.358509             621.824000           3107.840000         
model.layers.21.mlp.experts.19.up_proj        torch.Size([0, 1408])          96.767296            97.291708            621.649127           3141.763606         
model.layers.21.mlp.experts.19.down_proj      torch.Size([0, 2048])          91.482819            91.898918            621.492364           3516.426182         
model.layers.21.mlp.experts.20.gate_proj      torch.Size([0, 1408])          105.341537           105.932713           591.788408           3943.773170         
model.layers.21.mlp.experts.20.act_fn         torch.Size([0, 1408])          0.588320             1.361609             621.568000           3727.872000         
model.layers.21.mlp.experts.20.up_proj        torch.Size([0, 1408])          92.475937            93.093157            611.359766           3411.755445         
model.layers.21.mlp.experts.20.down_proj      torch.Size([0, 2048])          100.891327           101.279497           621.653333           3162.724030         
model.layers.21.mlp.experts.21.gate_proj      torch.Size([0, 1408])          137.278458           137.911081           621.676169           3096.896901         
model.layers.21.mlp.experts.21.act_fn         torch.Size([0, 1408])          0.473408             1.122952             621.568000           3107.840000         
